order_id,order_date,ship_date,ship_mode,customer_id,first_name,last_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
158554,2015-11-09,2015-11-09,"Same Day",12190,Charlotte,Melton,Consumer,"United States",Philadelphia,Pennsylvania,19134,East,10004000,"Office Supplies",Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4,",11.35,3,0.2,4.12
116239,2014-03-04,2014-03-04,"Same Day",12565,Clay,Ludtke,Consumer,"United States",Columbia,"South Carolina",29203,South,10001370,"Office Supplies",Storage,"Sensible Storage WireTech Storage Systems",354.90,5,0,17.75
132101,2015-03-19,2015-03-25,"Standard Class",15550,Jesus,Ocampo,"Home Office","United States",Seattle,Washington,98105,West,10004539,Technology,Phones,"Wireless Extenders zBoost YX545 SOHO Signal Boos",453.58,3,0.2,39.69
129112,2015-11-29,2015-11-30,"First Class",10840,Anthony,Witt,Consumer,"United States",Allen,Texas,75002,Central,10003038,Technology,Accessories,"Kingston Digital DataTraveler 16GB USB 2.0",21.48,3,0.2,-0.27
129112,2015-11-29,2015-11-30,"First Class",10840,Anthony,Witt,Consumer,"United States",Allen,Texas,75002,Central,10000088,"Office Supplies",Binders,"GBC Imprintable Covers",8.78,4,0.8,-13.62
152002,2017-06-11,2017-06-11,"Same Day",13465,Dianna,Vittorini,Consumer,"United States","Los Angeles",California,90004,West,10000355,"Office Supplies",Paper,"White Dual Perf Computer Printout Paper, 2700 Sh",122.97,3,0,60.26
165029,2017-11-26,2017-11-30,"Standard Class",10075,Adam,Hart,Corporate,"United States",Atlanta,Georgia,30318,South,10003504,"Office Supplies",Art,"Newell 347",12.84,3,0,3.72
157385,2014-11-23,2014-11-25,"First Class",20095,Sanjit,Chand,Consumer,"United States","Los Angeles",California,90004,West,10000863,Furniture,Chairs,"Novimex Swivel Fabric Task Chair",603.92,5,0.2,-67.94
157385,2014-11-23,2014-11-25,"First Class",20095,Sanjit,Chand,Consumer,"United States","Los Angeles",California,90004,West,10003160,"Office Supplies",Envelopes,"Pastel Pink Envelopes",21.84,3,0,10.48
157385,2014-11-23,2014-11-25,"First Class",20095,Sanjit,Chand,Consumer,"United States","Los Angeles",California,90004,West,10003280,Technology,Accessories,"Belkin F8E887 USB Wired Ergonomic Keyboard",29.99,1,0,6.30
101602,2014-12-15,2014-12-18,"First Class",18100,Mick,Crebagga,Consumer,"United States","El Paso",Texas,79907,Central,10000169,Technology,Phones,"ARKON Windshield Dashboard Air Vent Car Mount Ho",40.68,3,0.2,-9.15
109057,2016-04-22,2016-04-27,"Standard Class",21460,Tonja,Turnell,"Home Office","United States",Aurora,Illinois,60505,Central,10002406,"Office Supplies",Storage,"Pizazz Global Quick File",23.95,2,0.2,2.40
102456,2016-02-27,2016-03-01,"First Class",12865,Dan,Lawera,Consumer,"United States","New York City","New York",10011,East,10004336,"Office Supplies",Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum",170.88,3,0,49.56
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10003012,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",307.98,2,0,89.31
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10002607,Furniture,Tables,"KI Conference Tables",382.81,9,0.4,-153.12
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10000642,"Office Supplies",Storage,"Tennsco Lockers, Gray",41.96,2,0,2.94
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10000545,"Office Supplies",Binders,"GBC Ibimaster 500 Manual ProClick Binding System",1217.57,2,0.2,456.59
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10002157,Furniture,Furnishings,"Artistic Insta-Plaque",47.04,3,0,18.35
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10001706,Furniture,Furnishings,"Longer-Life Soft White Bulbs",6.16,2,0,2.96
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10000984,Technology,Phones,"Panasonic KX-TG9471B",979.95,5,0,274.39
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10001357,"Office Supplies",Paper,"Xerox 1886",143.70,3,0,68.98
131338,2015-08-09,2015-08-12,"First Class",18325,Naresj,Patel,Consumer,"United States","New York City","New York",10024,East,10000992,"Office Supplies",Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two S",10.65,3,0,5.01
109911,2016-05-12,2016-05-16,"Standard Class",21805,Vivek,Grady,Corporate,"United States","Virginia Beach",Virginia,23464,South,10001662,"Office Supplies",Art,"Rogers Handheld Barrel Pencil Sharpener",10.96,4,0,2.96
132423,2016-04-15,2016-04-19,"Standard Class",18295,Muhammed,Yedwab,Corporate,"United States",Grapevine,Texas,76051,Central,10001221,"Office Supplies",Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 1",33.49,7,0.2,5.86
132423,2016-04-15,2016-04-19,"Standard Class",18295,Muhammed,Yedwab,Corporate,"United States",Grapevine,Texas,76051,Central,10002988,"Office Supplies",Fasteners,"Ideal Clamps",8.04,5,0.2,2.91
122826,2015-06-23,2015-06-25,"Second Class",19480,Rick,Duston,Consumer,"United States",Olympia,Washington,98502,West,10004830,Technology,Phones,"Pyle PRT45 Retro Home Telephone",201.57,4,0.2,22.68
118423,2015-03-24,2015-03-27,"First Class",13390,Dennis,Pardue,"Home Office","United States",Peoria,Illinois,61604,Central,10000362,Furniture,Bookcases,"Sauder Inglewood Library Bookcases",359.06,3,0.3,-35.91
132234,2017-10-16,2017-10-18,"First Class",17380,Maribeth,Yedwab,Corporate,"United States","New York City","New York",10011,East,10001290,Furniture,Furnishings,"Executive Impressions Supervisor Wall Clock",547.30,13,0,175.14
158876,2017-11-19,2017-11-21,"Second Class",10150,Aimee,Bixby,Consumer,"United States",Carrollton,Texas,75007,Central,10000308,"Office Supplies",Paper,"Xerox 1901",16.90,4,0.2,5.28
158876,2017-11-19,2017-11-21,"Second Class",10150,Aimee,Bixby,Consumer,"United States",Carrollton,Texas,75007,Central,10001165,"Office Supplies",Supplies,"Acme Elite Stainless Steel Scissors",6.67,1,0.2,0.50
158876,2017-11-19,2017-11-21,"Second Class",10150,Aimee,Bixby,Consumer,"United States",Carrollton,Texas,75007,Central,10003373,"Office Supplies",Art,"Boston School Pro Electric Pencil Sharpener, 167",99.14,4,0.2,8.67
158876,2017-11-19,2017-11-21,"Second Class",10150,Aimee,Bixby,Consumer,"United States",Carrollton,Texas,75007,Central,10001967,Furniture,Furnishings,"Telescoping Adjustable Floor Lamp",15.99,2,0.6,-13.99
132857,2016-12-11,2016-12-17,"Standard Class",12775,Cynthia,Arntzen,Consumer,"United States",Smyrna,Tennessee,37167,South,10003251,"Office Supplies",Art,"Prang Drawing Pencil Set",6.67,3,0.2,1.67
116645,2017-11-30,2017-12-04,"Standard Class",17725,Max,Engle,Consumer,"United States",Newark,Delaware,19711,East,10001044,"Office Supplies",Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,6,0,45.22
115819,2016-04-19,2016-04-24,"Second Class",15280,Jas,O'Carroll,Consumer,"United States","Los Angeles",California,90049,West,10004700,Technology,Phones,"PowerGen Dual USB Car Charger",39.96,5,0.2,12.99
115819,2016-04-19,2016-04-24,"Second Class",15280,Jas,O'Carroll,Consumer,"United States","Los Angeles",California,90049,West,10000823,"Office Supplies",Art,"Newell 307",5.46,3,0,1.53
115819,2016-04-19,2016-04-24,"Second Class",15280,Jas,O'Carroll,Consumer,"United States","Los Angeles",California,90049,West,10004456,"Office Supplies",Art,"Panasonic KP-4ABK Battery-Operated Pencil Sharpe",73.20,5,0,21.23
115819,2016-04-19,2016-04-24,"Second Class",15280,Jas,O'Carroll,Consumer,"United States","Los Angeles",California,90049,West,10000050,"Office Supplies",Binders,"Angle-D Binders with Locking Rings, Label Holder",5.84,1,0.2,1.97
115819,2016-04-19,2016-04-24,"Second Class",15280,Jas,O'Carroll,Consumer,"United States","Los Angeles",California,90049,West,10000591,"Office Supplies",Binders,"Avery Binder Labels",9.34,3,0.2,3.27
156349,2014-05-26,2014-05-30,"Standard Class",17395,Marina,Lichtenstein,Corporate,"United States","Los Angeles",California,90008,West,10000362,Furniture,Bookcases,"Sauder Inglewood Library Bookcases",290.67,2,0.15,27.36
156349,2014-05-26,2014-05-30,"Standard Class",17395,Marina,Lichtenstein,Corporate,"United States","Los Angeles",California,90008,West,10000441,Technology,Phones,"VTech DS6151",201.58,2,0.2,20.16
156349,2014-05-26,2014-05-30,"Standard Class",17395,Marina,Lichtenstein,Corporate,"United States","Los Angeles",California,90008,West,10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",83.98,2,0.2,31.49
138380,2017-12-21,2017-12-25,"Standard Class",21880,Yana,Sorensen,Corporate,"United States",Oakland,California,94601,West,10003306,"Office Supplies",Storage,"Letter Size Cart",1000.02,7,0,290.01
113509,2016-03-15,2016-03-19,"Standard Class",18925,Paul,Lucas,"Home Office","United States",Philadelphia,Pennsylvania,19143,East,10004855,Technology,Accessories,"V7 USB Numeric Keypad",83.98,3,0.2,-13.65
130022,2015-08-10,2015-08-16,"Standard Class",16120,Julie,Kriz,"Home Office","United States",Eagan,Minnesota,55122,Central,10002043,"Office Supplies",Labels,"Avery 489",41.40,4,0,19.87
130022,2015-08-10,2015-08-16,"Standard Class",16120,Julie,Kriz,"Home Office","United States",Eagan,Minnesota,55122,Central,10001915,"Office Supplies",Art,"Peel-Off China Markers",29.79,3,0,12.51
118780,2016-09-10,2016-09-14,"Second Class",18775,Parhena,Norris,"Home Office","United States","New York City","New York",10011,East,10000352,"Office Supplies",Storage,"Acco Perma 2700 Stacking Storage Drawers",59.48,2,0,8.92
118780,2016-09-10,2016-09-14,"Second Class",18775,Parhena,Norris,"Home Office","United States","New York City","New York",10011,East,10000575,"Office Supplies",Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Fo",6.69,1,0,3.08
108560,2017-07-08,2017-07-15,"Standard Class",15385,Jenna,Caffey,Consumer,"United States",Kent,Washington,98031,West,10001107,"Office Supplies",Binders,"GBC White Gloss Covers, Plain Front",23.17,2,0.2,7.82
108560,2017-07-08,2017-07-15,"Standard Class",15385,Jenna,Caffey,Consumer,"United States",Kent,Washington,98031,West,10003063,Technology,Accessories,"Micro Innovations USB RF Wireless Keyboard with",50.00,2,0,10.50
157084,2015-12-19,2015-12-24,"Standard Class",15160,James,Galang,Consumer,"United States","Los Angeles",California,90049,West,10002922,Technology,Phones,"ShoreTel ShorePhone IP 230 VoIP phone",675.96,5,0.2,84.50
164539,2015-11-16,2015-11-22,"Standard Class",19180,Philisse,Overcash,"Home Office","United States","New York City","New York",10011,East,10002457,"Office Supplies",Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vac",523.25,5,0,141.28
143119,2015-09-24,2015-09-30,"Standard Class",17275,Marc,Crier,Consumer,"United States",Lafayette,Louisiana,70506,South,10001270,Furniture,Chairs,"Harbour Creations Steel Folding Chair",517.50,6,0,155.25
101049,2017-06-21,2017-06-25,"Second Class",10240,Alan,Shonely,Consumer,"United States",Cleveland,Ohio,44105,East,10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.46
101049,2017-06-21,2017-06-25,"Second Class",10240,Alan,Shonely,Consumer,"United States",Cleveland,Ohio,44105,East,10001510,"Office Supplies",Binders,"Deluxe Heavy-Duty Vinyl Round Ring Binder",41.26,6,0.7,-34.38
106530,2016-05-08,2016-05-08,"Same Day",12565,Clay,Ludtke,Consumer,"United States",Cleveland,Ohio,44105,East,10002011,"Office Supplies",Storage,"Smead Adjustable Mobile File Trolley with Lockab",1006.06,3,0.2,88.03
106530,2016-05-08,2016-05-08,"Same Day",12565,Clay,Ludtke,Consumer,"United States",Cleveland,Ohio,44105,East,10004451,"Office Supplies",Paper,"Xerox 222",10.37,2,0.2,3.63
106530,2016-05-08,2016-05-08,"Same Day",12565,Clay,Ludtke,Consumer,"United States",Cleveland,Ohio,44105,East,10000649,"Office Supplies",Storage,"Hanging Personal Folder File",25.12,2,0.2,1.57
106530,2016-05-08,2016-05-08,"Same Day",12565,Clay,Ludtke,Consumer,"United States",Cleveland,Ohio,44105,East,10001465,Technology,Accessories,"SanDisk Cruzer 64 GB USB Flash Drive",58.11,2,0.2,7.26
168984,2014-11-26,2014-12-02,"Standard Class",18400,Natalie,Webber,Consumer,"United States",Tigard,Oregon,97224,West,10000038,Technology,Phones,"Jawbone MINI JAMBOX Wireless Bluetooth Speaker",438.34,4,0.2,-87.67
157266,2016-05-26,2016-06-01,"Standard Class",21280,Toby,Braunhardt,Consumer,"United States",Washington,"District of Columbia",20016,East,10002689,"Office Supplies",Paper,"Weyerhaeuser First Choice Laser/Copy Paper (20Lb",19.44,3,0,9.33
157266,2016-05-26,2016-06-01,"Standard Class",21280,Toby,Braunhardt,Consumer,"United States",Washington,"District of Columbia",20016,East,10004728,"Office Supplies",Binders,"Wilson Jones Turn Tabs Binder Tool for Ring Bind",9.64,2,0,4.43
157266,2016-05-26,2016-06-01,"Standard Class",21280,Toby,Braunhardt,Consumer,"United States",Washington,"District of Columbia",20016,East,10000629,Furniture,Furnishings,"9-3/4 Diameter Round Wall Clock",41.37,3,0,17.38
134712,2014-11-29,2014-12-04,"Standard Class",11380,Bill,Stewart,Corporate,"United States",Skokie,Illinois,60076,Central,10003112,"Office Supplies",Fasteners,Staples,12.62,2,0.2,3.95
111829,2015-03-19,2015-03-20,"First Class",14365,Fred,Hopkins,Corporate,"United States",Seattle,Washington,98115,West,10000142,"Office Supplies",Storage,"Deluxe Rollaway Locking File with Drawer",1247.64,3,0,349.34
111829,2015-03-19,2015-03-20,"First Class",14365,Fred,Hopkins,Corporate,"United States",Seattle,Washington,98115,West,10001766,Technology,Copiers,"Canon PC940 Copier",3149.93,7,0,1480.47
111829,2015-03-19,2015-03-20,"First Class",14365,Fred,Hopkins,Corporate,"United States",Seattle,Washington,98115,West,10004359,"Office Supplies",Paper,"Multicolor Computer Printout Paper",209.70,2,0,100.66
105221,2015-11-01,2015-11-03,"First Class",21685,Valerie,Mitchum,"Home Office","United States",Philadelphia,Pennsylvania,19140,East,10002323,Technology,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Ca",35.36,2,0.2,-3.09
105221,2015-11-01,2015-11-03,"First Class",21685,Valerie,Mitchum,"Home Office","United States",Philadelphia,Pennsylvania,19140,East,10001135,"Office Supplies",Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.17,2,0.2,-0.71
120341,2015-09-26,2015-09-29,"Second Class",20200,Sarah,Foster,Consumer,"United States",Philadelphia,Pennsylvania,19143,East,10004224,"Office Supplies",Binders,"Catalog Binders with Expanding Posts",121.10,6,0.7,-100.92
120341,2015-09-26,2015-09-29,"Second Class",20200,Sarah,Foster,Consumer,"United States",Philadelphia,Pennsylvania,19143,East,10003357,Technology,Phones,"Grandstream GXP2100 Mainstream Business Phone",45.89,1,0.4,-9.18
135699,2014-08-29,2014-08-29,"Same Day",15010,Hilary,Holden,Corporate,"United States","San Francisco",California,94110,West,10004475,"Office Supplies",Paper,"Xerox 1940",109.92,2,0,53.86
132444,2017-11-18,2017-11-21,"First Class",12280,Christina,DeMoss,Consumer,"United States",Seattle,Washington,98105,West,10000611,"Office Supplies",Fasteners,"Binder Clips by OIC",2.96,2,0,1.42
132444,2017-11-18,2017-11-21,"First Class",12280,Christina,DeMoss,Consumer,"United States",Seattle,Washington,98105,West,10001116,"Office Supplies",Binders,"Wilson Jones 1" Hanging DublLock Ring Binders"",8.45,2,0.2,2.96
132444,2017-11-18,2017-11-21,"First Class",12280,Christina,DeMoss,Consumer,"United States",Seattle,Washington,98105,West,10000563,"Office Supplies",Storage,"Fellowes Bankers Box Stor/Drawer Steel Plus",95.94,3,0,9.59
127159,2014-05-12,2014-05-15,"First Class",15040,Hunter,Lopez,Consumer,"United States",Milwaukee,Wisconsin,53209,Central,10000008,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,7,0,10.78
161809,2017-01-20,2017-01-26,"Standard Class",21100,Thea,Hendricks,Consumer,"United States","Los Angeles",California,90045,West,10004922,Technology,Phones,"RCA Visys Integrated PBX 8-Line Router",160.78,3,0.2,10.05
127285,2017-10-30,2017-11-06,"Standard Class",18055,Michelle,Moray,Consumer,"United States",Seattle,Washington,98115,West,10004330,"Office Supplies",Binders,"GBC Velobind Prepunched Cover Sets, Regency Seri",88.75,3,0.2,27.74
127285,2017-10-30,2017-11-06,"Standard Class",18055,Michelle,Moray,Consumer,"United States",Seattle,Washington,98115,West,10002072,"Office Supplies",Binders,"Cardinal Slant-D Ring Binders",13.90,2,0.2,5.21
144526,2017-04-30,2017-05-06,"Standard Class",19255,Quincy,Jones,Corporate,"United States",Philadelphia,Pennsylvania,19143,East,10002549,Technology,Phones,"Polycom SoundPoint IP 450 VoIP phone",677.58,5,0.4,-158.10
144526,2017-04-30,2017-05-06,"Standard Class",19255,Quincy,Jones,Corporate,"United States",Philadelphia,Pennsylvania,19143,East,10002353,"Office Supplies",Binders,"GBC VeloBind Cover Sets",13.90,3,0.7,-9.26
128531,2016-11-24,2016-11-26,"Second Class",18505,Neola,Schneider,Consumer,"United States",Dallas,Texas,75217,Central,10001325,"Office Supplies",Storage,"Sterilite Officeware Hinged File Box",41.92,5,0.2,3.67
128531,2016-11-24,2016-11-26,"Second Class",18505,Neola,Schneider,Consumer,"United States",Dallas,Texas,75217,Central,10002676,"Office Supplies",Fasteners,"Colored Push Pins",4.34,3,0.2,0.87
128531,2016-11-24,2016-11-26,"Second Class",18505,Neola,Schneider,Consumer,"United States",Dallas,Texas,75217,Central,10003023,Technology,Accessories,"Logitech G105 Gaming Keyboard",94.99,2,0.2,-2.37
128531,2016-11-24,2016-11-26,"Second Class",18505,Neola,Schneider,Consumer,"United States",Dallas,Texas,75217,Central,10000167,"Office Supplies",Paper,"Xerox 1925",74.35,3,0.2,23.24
128531,2016-11-24,2016-11-26,"Second Class",18505,Neola,Schneider,Consumer,"United States",Dallas,Texas,75217,Central,10003405,"Office Supplies",Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,1.58
159457,2017-10-19,2017-10-26,"Standard Class",19480,Rick,Duston,Consumer,"United States",Houston,Texas,77095,Central,10002185,Technology,Phones,"QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhon",16.68,3,0.2,5.21
107615,2016-03-22,2016-03-25,"First Class",19645,Robert,Barroso,Corporate,"United States","North Las Vegas",Nevada,89031,West,10001013,Technology,Accessories,"Logitech ClearChat Comfort/USB Headset H390",58.58,2,0,19.33
111647,2017-07-03,2017-07-07,"Standard Class",19585,Rob,Dowd,Consumer,"United States",Plano,Texas,75023,Central,10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",167.97,4,0.2,62.99
143077,2015-09-17,2015-09-21,"Standard Class",20965,Sylvia,Foulston,Corporate,"United States",Houston,Texas,77041,Central,10000088,"Office Supplies",Binders,"GBC Imprintable Covers",6.59,3,0.8,-10.21
122728,2016-05-18,2016-05-24,"Standard Class",13930,Eric,Barreto,Consumer,"United States","San Francisco",California,94110,West,10000604,"Office Supplies",Storage,"Home/Office Personal File Carts",104.28,3,0,26.07
122882,2014-09-07,2014-09-13,"Standard Class",20290,Sean,Braxton,Corporate,"United States",Philadelphia,Pennsylvania,19134,East,10002344,"Office Supplies",Storage,"Carina 42"Hx23 3/4""W Media Storage Unit"",64.78,1,0.2,-14.58
122882,2014-09-07,2014-09-13,"Standard Class",20290,Sean,Braxton,Corporate,"United States",Philadelphia,Pennsylvania,19134,East,10003589,Technology,Phones,"invisibleSHIELD by ZAGG Smudge-Free Screen Prote",32.38,3,0.4,4.32
122882,2014-09-07,2014-09-13,"Standard Class",20290,Sean,Braxton,Corporate,"United States",Philadelphia,Pennsylvania,19134,East,10000758,Furniture,Furnishings,"DAX Natural Wood-Tone Poster Frame",42.37,2,0.2,8.47
122882,2014-09-07,2014-09-13,"Standard Class",20290,Sean,Braxton,Corporate,"United States",Philadelphia,Pennsylvania,19134,East,10004679,Technology,Machines,"StarTech.com 10/100 VDSL2 Ethernet Extender Kit",399.54,4,0.7,-559.36
101497,2016-09-29,2016-10-01,"Second Class",18760,Pamela,Stobb,Consumer,"United States","Los Angeles",California,90008,West,10000176,"Office Supplies",Paper,"Xerox 1887",18.97,1,0,9.11
149489,2017-04-24,2017-04-27,"First Class",12835,Damala,Kotsonis,Corporate,"United States",Philadelphia,Pennsylvania,19143,East,10002495,"Office Supplies",Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-",99.28,2,0.2,12.41
149489,2017-04-24,2017-04-27,"First Class",12835,Damala,Kotsonis,Corporate,"United States",Philadelphia,Pennsylvania,19143,East,10002414,"Office Supplies",Binders,"GBC ProClick Spines for 32-Hole Punch",7.52,2,0.7,-5.76
143798,2017-12-10,2017-12-12,"First Class",10840,Anthony,Witt,Consumer,"United States",Philadelphia,Pennsylvania,19140,East,10000788,"Office Supplies",Paper,"Xerox 210",10.37,2,0.2,3.63
143798,2017-12-10,2017-12-12,"First Class",10840,Anthony,Witt,Consumer,"United States",Philadelphia,Pennsylvania,19140,East,10004306,Furniture,Furnishings,"Electrix Halogen Magnifier Lamp",310.88,2,0.2,23.32
129833,2017-12-09,2017-12-15,"Standard Class",14995,Herbert,Flentye,Consumer,"United States",Indianapolis,Indiana,46203,Central,10000575,"Office Supplies",Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Fo",33.45,5,0,15.39
129833,2017-12-09,2017-12-15,"Standard Class",14995,Herbert,Flentye,Consumer,"United States",Indianapolis,Indiana,46203,Central,10004182,"Office Supplies",Binders,"Economy Binders",10.40,5,0,5.10
154361,2016-03-14,2016-03-19,"Standard Class",14950,Henia,Zydlo,Consumer,"United States",Columbus,Ohio,43229,East,10004020,Furniture,Furnishings,"Advantus Panel Wall Acrylic Frame",21.88,5,0.2,6.29
158708,2016-06-26,2016-06-29,"Second Class",10255,Alejandro,Ballentine,"Home Office","United States",Plano,Texas,75023,Central,10003133,Technology,Accessories,"Memorex Mini Travel Drive 4 GB USB 2.0 Flash Dri",13.62,2,0.2,3.57
156335,2015-09-25,2015-09-28,"Second Class",19195,Phillina,Ober,"Home Office","United States",Bayonne,"New Jersey",7002,East,10002006,Technology,Accessories,"Memorex Micro Travel Drive 16 GB",63.96,4,0,19.83
156335,2015-09-25,2015-09-28,"Second Class",19195,Phillina,Ober,"Home Office","United States",Bayonne,"New Jersey",7002,East,10003314,"Office Supplies",Binders,"Tuff Stuff Recycled Round Ring Binders",14.46,3,0,7.09
156335,2015-09-25,2015-09-28,"Second Class",19195,Phillina,Ober,"Home Office","United States",Bayonne,"New Jersey",7002,East,10002726,Technology,Phones,"netTALK DUO VoIP Telephone Service",104.98,2,0,52.49
148376,2015-12-27,2015-12-31,"Standard Class",10900,Arthur,Gainer,Consumer,"United States","Los Angeles",California,90008,West,10000237,"Office Supplies",Appliances,"Belkin F9G930V10-GRY 9 Outlet Surge",106.96,2,0,31.02
148376,2015-12-27,2015-12-31,"Standard Class",10900,Arthur,Gainer,Consumer,"United States","Los Angeles",California,90008,West,10002381,"Office Supplies",Labels,"Avery 497",21.56,7,0,10.35
114069,2015-07-13,2015-07-15,"Second Class",18370,Natalie,DeCherney,Consumer,"United States","New York City","New York",10035,East,10000317,"Office Supplies",Binders,"GBC Plastic Binding Combs",11.81,2,0.2,4.28
114069,2015-07-13,2015-07-15,"Second Class",18370,Natalie,DeCherney,Consumer,"United States","New York City","New York",10035,East,10000349,"Office Supplies",Paper,"Easy-staple paper",9.96,2,0,4.68
139857,2014-02-02,2014-02-06,"Standard Class",12790,Cynthia,Delaney,"Home Office","United States","San Diego",California,92037,West,10001843,"Office Supplies",Fasteners,Staples,12.35,5,0,5.80
106306,2016-03-08,2016-03-08,"Same Day",18820,Patrick,Gardner,Consumer,"United States",Glendale,Arizona,85301,West,10003676,"Office Supplies",Binders,"GBC Standard Recycled Report Covers, Clear Plast",9.70,3,0.7,-7.11
123491,2017-10-30,2017-11-05,"Standard Class",15205,Jamie,Kunitz,Consumer,"United States","San Francisco",California,94122,West,10003077,"Office Supplies",Labels,"Avery 500",43.86,6,0,20.61
123491,2017-10-30,2017-11-05,"Standard Class",15205,Jamie,Kunitz,Consumer,"United States","San Francisco",California,94122,West,10003061,Furniture,Chairs,"Global Leather Task Chair, Black",71.99,1,0.2,-0.90
123491,2017-10-30,2017-11-05,"Standard Class",15205,Jamie,Kunitz,Consumer,"United States","San Francisco",California,94122,West,10003514,"Office Supplies",Art,"4009 Highlighters by Sanford",19.90,5,0,6.57
123491,2017-10-30,2017-11-05,"Standard Class",15205,Jamie,Kunitz,Consumer,"United States","San Francisco",California,94122,West,10002684,"Office Supplies",Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout",1702.12,14,0,510.64
145401,2015-01-30,2015-02-04,"Standard Class",15520,Jeremy,Pistek,Consumer,"United States",Houston,Texas,77070,Central,10004405,"Office Supplies",Paper,"Rediform Voice Mail Log Books",14.30,6,0.2,5.01
104003,2017-10-07,2017-10-13,"Standard Class",13285,Debra,Catini,Consumer,"United States","San Francisco",California,94110,West,10003965,Furniture,Bookcases,"O'Sullivan Manor Hill 2-Door Library in Brianna",307.67,2,0.15,-14.48
154788,2016-04-30,2016-05-04,"Standard Class",15835,John,Lee,Consumer,"United States","New York City","New York",10011,East,10003314,"Office Supplies",Binders,"Tuff Stuff Recycled Round Ring Binders",7.71,2,0.2,2.80
169943,2016-05-19,2016-05-24,"Standard Class",11515,Bradley,Nguyen,Consumer,"United States","New York City","New York",10011,East,10001563,"Office Supplies",Appliances,"Belkin Premiere Surge Master II 8-outlet surge p",242.90,5,0,70.44
169943,2016-05-19,2016-05-24,"Standard Class",11515,Bradley,Nguyen,Consumer,"United States","New York City","New York",10011,East,10004123,"Office Supplies",Storage,"Safco Industrial Wire Shelving System",454.90,5,0,0.00
169943,2016-05-19,2016-05-24,"Standard Class",11515,Bradley,Nguyen,Consumer,"United States","New York City","New York",10011,East,10002088,Furniture,Furnishings,"Nu-Dell Float Frame 11 x 14 1/2",35.92,4,0,15.09
169943,2016-05-19,2016-05-24,"Standard Class",11515,Bradley,Nguyen,Consumer,"United States","New York City","New York",10011,East,10000008,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0,12.33
123218,2015-12-20,2015-12-25,"Standard Class",16345,Katherine,Ducich,Consumer,"United States",Chicago,Illinois,60623,Central,10001061,Technology,Phones,"Apple iPhone 5C",159.98,2,0.2,12.00
123218,2015-12-20,2015-12-25,"Standard Class",16345,Katherine,Ducich,Consumer,"United States",Chicago,Illinois,60623,Central,10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Fini",359.06,3,0.3,-71.81
127453,2015-12-19,2015-12-20,"First Class",15370,Jay,Kimmel,Consumer,"United States",Philadelphia,Pennsylvania,19143,East,10000828,"Office Supplies",Appliances,"Avanti 4.4 Cu. Ft. Refrigerator",434.35,3,0.2,43.44
127453,2015-12-19,2015-12-20,"First Class",15370,Jay,Kimmel,Consumer,"United States",Philadelphia,Pennsylvania,19143,East,10002906,"Office Supplies",Appliances,"Hoover Replacement Belt for Commercial Guardsman",3.55,2,0.2,0.44
