id,customer_id,provider,credit_card_number,expiry
727,19450,visa,4041595108309,2022/02/12
728,19465,jcb,3551152623855030,2021/10/27
729,19480,jcb,3568106859394790,2021/08/03
730,19495,mastercard,5048379562244390,2021/04/20
731,19510,maestro,6304597387535430000,2022/02/11
732,19525,switch,4936023026422910000,2021/05/31
733,19540,mastercard,5100178017246650,2021/07/02
734,19570,diners-club-us-ca,5429977890420690,2021/10/01
735,19585,visa,4017955377666620,2022/01/05
736,19600,visa-electron,4913386518122500,2021/06/17
737,19615,visa,4017952863456090,2021/04/30
738,19630,jcb,3536498095159350,2022/01/26
739,19645,switch,4905555831229660,2021/08/06
740,19660,switch,491121895062346000,2021/09/03
741,19675,americanexpress,342747766611407,2021/08/10
742,19690,jcb,3547858499288760,2021/09/01
743,19705,jcb,3584809744023790,2021/06/10
744,19720,maestro,5038123223512270,2021/05/09
745,19735,jcb,3530625678086530,2022/02/24
746,19750,laser,6771107282263210,2021/04/22
747,19765,diners-club-enroute,201544069767394,2022/02/28
748,19780,jcb,3576571413358540,2022/04/03
749,19795,maestro,5018941356755620000,2021/05/29
750,19810,visa-electron,4026590437357380,2022/01/15
751,19825,mastercard,5514433252483770,2021/04/12
752,19840,jcb,3546546333266810,2021/09/26
753,19855,instapayment,6392308999057220,2022/01/18
754,19885,americanexpress,348544296175563,2022/01/04
755,19900,jcb,3584946942522820,2022/02/01
756,19915,jcb,3554486298971070,2021/09/04
757,19930,maestro,630449379714175000,2022/02/05
758,19945,mastercard,5108757339610470,2021/06/20
759,19960,jcb,3589803379264220,2021/04/23
760,19975,mastercard,5100138573449040,2021/09/03
761,19990,instapayment,6388809039424390,2022/03/04
762,20005,instapayment,6375053787366390,2021/12/03
763,20020,visa-electron,4405163619595280,2022/01/14
764,20035,jcb,3565412596292370,2022/03/28
765,20050,diners-club-enroute,201755734509157,2021/09/25
766,20065,mastercard,5048377207248440,2022/02/24
767,20080,jcb,3555019997203000,2021/12/22
768,20095,mastercard,5179755467946600,2021/08/07
769,20110,maestro,5893483665603010000,2021/08/13
770,20125,jcb,3582473940265120,2022/03/06
771,20140,switch,4936800312220220000,2022/02/03
772,20155,mastercard,5168617456203500,2021/07/02
773,20170,jcb,3535083393702390,2021/11/27
774,20200,jcb,3559986044037900,2022/02/20
775,20215,maestro,6304813613905230,2021/08/24
776,20230,jcb,3549895933625820,2022/01/20
777,20245,jcb,3581036083676240,2021/10/25
778,20260,jcb,3570429544452500,2022/03/14
779,20275,bankcard,5602226058997970,2021/11/02
780,20290,jcb,3532027218439370,2022/04/07
781,20305,visa,4017954860460900,2021/10/05
782,20320,visa-electron,4913216354766200,2021/08/17
783,20335,visa,4918736391409,2021/09/03
784,20350,jcb,3533741986487060,2021/10/06
785,20365,maestro,6761668684998060,2022/02/21
786,20380,jcb,3589564701790630,2021/06/16
787,20395,switch,491159710093371000,2021/11/19
788,20425,jcb,3539265282840350,2022/02/09
789,20440,americanexpress,374283867330045,2021/06/17
790,20470,diners-club-carte-blanche,30053089030897,2021/08/27
791,20485,switch,490519111108997000,2021/11/23
792,20500,jcb,3548258412811020,2022/03/02
793,20530,jcb,3567832643488490,2021/08/12
794,20545,mastercard,5346160210886240,2022/01/13
795,20560,diners-club-enroute,201701459302196,2021/10/02
796,20575,mastercard,5415673547971940,2021/10/13
797,20590,jcb,3572476574921490,2021/04/17
798,20605,china-unionpay,560225845667522000,2022/02/03
799,20620,mastercard,5536132130346420,2022/02/21
800,20650,jcb,3566042326068430,2021/06/28
801,20665,laser,6706445396165330,2022/01/05
802,20680,jcb,3538720511152590,2022/03/22
803,20695,bankcard,5610034126567350,2021/06/05
804,20710,maestro,58931892038176000,2021/10/20
805,20725,jcb,3561239783901820,2021/08/27
806,20740,jcb,3539473356335520,2021/12/13
807,20755,jcb,3561423809917160,2021/11/20
808,20770,jcb,3575143044509720,2021/06/20
809,20785,jcb,3560799003253460,2021/08/15
810,20800,mastercard,5010128745455860,2021/10/05
811,20815,bankcard,5602240707400050,2022/01/10
812,20830,jcb,3568578392414920,2021/08/31
813,20860,diners-club-carte-blanche,30270537788302,2021/11/04
814,20875,mastercard,5100134578377160,2022/03/20
815,20890,jcb,3566752360402140,2022/02/25
816,20920,visa,4636663853528,2021/12/05
817,20935,jcb,3533918413542500,2021/05/09
818,20950,maestro,5893876156445750000,2021/06/09
819,20965,bankcard,5602211802866180,2022/03/04
820,20980,diners-club-enroute,201573664790717,2021/05/19
821,20995,mastercard,5048374069651610,2021/11/24
822,21010,jcb,3584000793745990,2021/08/03
823,21025,visa,4237743810636,2021/04/27
824,21040,china-unionpay,5610227281525900000,2021/08/04
825,21055,jcb,3536459607533020,2021/08/22
826,21070,visa-electron,4508220295351420,2022/02/07
827,21085,laser,6771067326501770,2021/07/10
828,21100,visa,4017956434264100,2021/08/20
829,21130,diners-club-carte-blanche,30368790069467,2021/06/14
830,21160,jcb,3583650246276680,2021/07/29
831,21175,jcb,3576123311382680,2021/05/19
832,21190,switch,5641827456214070000,2021/04/24
833,21205,jcb,3534876626614300,2022/01/23
834,21220,jcb,3541805169507170,2021/06/08
835,21235,jcb,3571329012526560,2021/07/15
836,21250,china-unionpay,560222004689620000,2021/06/06
837,21265,china-unionpay,56022463762517300,2021/12/08
838,21280,maestro,5038067394587430,2021/09/04
839,21295,jcb,3543769433399760,2021/06/05
840,21310,jcb,3574553796160380,2021/08/09
841,21325,bankcard,5602250896164360,2021/06/09
842,21340,switch,5641828209781700000,2021/10/16
843,21355,jcb,3566249186687790,2021/08/13
844,21370,jcb,3563177992204540,2021/08/18
845,21385,diners-club-enroute,201795298045479,2021/07/14
846,21400,jcb,3563900788351290,2021/07/06
847,21415,jcb,3549767437521990,2021/04/28
848,21430,jcb,3563055916039500,2021/06/13
849,21460,jcb,3565877796556730,2021/06/12
850,21475,diners-club-carte-blanche,30510602496111,2021/04/19
851,21490,jcb,3545424655456830,2021/11/22
852,21505,americanexpress,374288944872026,2021/05/14
853,21520,china-unionpay,56022565896426600,2021/05/22
854,21535,americanexpress,347898053795810,2021/11/05
855,21550,jcb,3573576150861370,2022/03/20
856,21565,jcb,3572208494659780,2021/09/19
857,21580,diners-club-carte-blanche,30337344330675,2022/03/20
858,21595,visa-electron,4913347260739890,2021/10/07
859,21610,laser,67091921170821200,2021/09/04
860,21625,diners-club-carte-blanche,30244364885713,2021/10/14
861,21640,diners-club-carte-blanche,30065247216697,2021/06/28
862,21670,china-unionpay,5602231781560190000,2021/10/20
863,21685,diners-club-carte-blanche,30373611276358,2021/12/31
864,21700,maestro,6759422885248810000,2022/02/08
865,21715,jcb,3567813916474250,2021/09/27
866,21730,jcb,3539471668251680,2021/10/25
867,21745,jcb,3575413944588000,2021/10/22
868,21775,jcb,3555684685062700,2021/10/24
869,21790,diners-club-enroute,201927646689282,2021/07/11
870,21805,jcb,3581601273507740,2021/11/28
871,21820,jcb,3569356018207480,2021/09/04
872,21835,jcb,3557007441197280,2022/01/31
873,21850,mastercard,5396136023656930,2021/12/26
874,21865,jcb,3574460923397200,2021/07/09
875,21880,maestro,50208490308608500,2021/09/12
876,21895,jcb,3556219432425050,2022/03/02
877,21910,bankcard,5602223326291250,2021/11/02
878,21925,jcb,3573221061268810,2021/06/21
879,10060,americanexpress,372301185192632,2021/10/14
880,10075,maestro,5038594185404560,2021/04/22
881,10165,diners-club-us-ca,5479877295606120,2022/03/09
882,10270,mastercard,5385460307362650,2021/08/06
883,10450,jcb,3565874828642840,2021/09/05
884,10540,diners-club-enroute,201865633906311,2021/04/12
885,10645,china-unionpay,56022390734975300,2021/05/23
886,10690,maestro,676290276174939000,2022/03/23
887,10870,americanexpress,379572583833455,2021/06/12
888,10945,mastercard,5100130575319350,2021/05/04
889,11095,jcb,3563374038644510,2022/01/23
890,11155,visa,4041599677457,2021/12/20
891,11230,mastercard,5108757945997950,2022/01/10
892,11290,visa,4041375336948,2022/01/08
893,11410,jcb,3552468490567260,2022/02/12
894,11515,visa-electron,4913665041966680,2021/10/09
895,11710,jcb,3547799860910130,2021/05/06
896,11785,americanexpress,374622731522677,2021/11/19
897,11860,jcb,3548256060685170,2022/04/02
898,11935,americanexpress,337941067009729,2021/09/23
899,11980,diners-club-enroute,201739193069945,2021/07/21
900,12100,jcb,3579446849109230,2021/06/28
901,12205,jcb,3578727196782320,2021/05/22
902,12295,jcb,3583443777077650,2021/05/15
903,12355,mastercard,5100148939470160,2021/08/27
904,12385,bankcard,5602244618085410,2021/08/15
905,12505,china-unionpay,5602255699297240000,2021/05/21
906,12595,jcb,3577612484634510,2021/12/13
907,12640,jcb,3537755272392100,2022/04/01
908,12730,americanexpress,374288097131105,2021/05/29
909,12760,mastercard,5002356146282630,2021/08/11
910,13030,bankcard,5602232100509230,2021/04/10
911,13105,jcb,3547025059119670,2022/02/19
912,13165,bankcard,5602210349311960,2022/01/15
913,13240,jcb,3567209741157620,2021/06/08
914,13300,americanexpress,374622755114377,2022/02/22
915,13390,jcb,3567955028666060,2021/09/01
916,13480,switch,6759043994063700,2021/06/10
917,13555,jcb,3571344541590820,2021/08/30
918,13795,laser,67712525440541000,2021/08/06
919,13900,jcb,3534806092573710,2022/01/23
920,13945,jcb,3528483806403420,2021/04/13
921,14005,jcb,3532569517519580,2021/07/24
922,14380,diners-club-carte-blanche,30449912547505,2021/09/20
923,14515,switch,675917536686439000,2022/01/06
924,14590,mastercard,5100147644859490,2021/05/08
925,14650,visa-electron,4917844686590810,2021/05/06
926,14875,maestro,67623762336457200,2022/04/07
927,14950,jcb,3588924218160490,2021/12/22
928,15040,mastercard,5010125230825520,2022/03/14
929,15130,visa-electron,4026299414732350,2021/11/06
930,15175,jcb,3573564322722310,2021/11/05
931,15355,diners-club-enroute,201869164031937,2021/05/08
932,15430,bankcard,5602244968579190,2021/12/19
933,15505,jcb,3553752710192940,2021/04/23
934,15595,laser,6709291353612310000,2021/05/20
935,15670,solo,676767551759675000,2022/03/15
936,15775,jcb,3585248332493160,2022/01/12
937,15850,jcb,3541764002548080,2021/10/20
938,15925,solo,6767880314167880000,2021/05/20
939,16150,maestro,676271182478862000,2021/07/12
940,16210,diners-club-carte-blanche,30502233237980,2021/04/15
941,16285,jcb,3545460083107430,2021/08/15
942,16330,jcb,3530547079151170,2022/03/19
943,16705,jcb,3543200851129450,2021/10/07
944,16780,jcb,3572033240699490,2021/04/12
945,16825,visa-electron,4508153987675510,2021/06/07
946,16900,jcb,3554389613154880,2021/09/04
947,16990,laser,6706918348278890000,2022/02/07
948,17110,visa-electron,4508989342508910,2021/11/04
949,17215,jcb,3567523552670740,2021/05/20
950,17305,instapayment,6394170804171150,2022/01/25
951,17425,solo,676794645452891000,2021/04/15
952,17515,diners-club-carte-blanche,30282050516135,2021/06/11
953,17575,jcb,3546701314954870,2021/07/05
954,17650,jcb,3530989410570960,2021/09/01
955,17905,diners-club-carte-blanche,30011157981755,2021/05/24
956,17980,visa,4017955875737,2021/11/16
957,18055,solo,6334356117779780000,2022/01/20
958,18115,americanexpress,379497535993142,2022/02/26
959,18685,jcb,3535264130200860,2021/05/16
960,18760,jcb,3579717450649730,2021/06/20
961,18805,switch,6759449074938420,2021/09/26
962,18865,laser,6771911416399840000,2021/07/24
963,19075,mastercard,5002358260047460,2021/10/26
964,19150,visa-electron,4405756462744990,2021/07/22
965,19210,solo,676760689070329000,2021/11/13
966,19255,jcb,3568948336030590,2022/03/18
967,19315,maestro,5018760822737230,2021/12/11
968,19360,jcb,3550577790179200,2022/01/08
969,19450,jcb,3578759324115770,2021/09/04
970,19525,jcb,3556516102589620,2021/12/21
971,19825,jcb,3571168490914730,2022/01/24
972,19900,jcb,3532197567657690,2021/09/19
973,19960,laser,6706136018326100000,2022/01/21
974,20065,jcb,3576499629968390,2021/11/11
975,20095,maestro,6304205461232370,2021/06/10
976,20110,jcb,3533557321556310,2021/08/05
977,20125,mastercard,5100139938256730,2022/03/23
978,20155,maestro,50202526131520500,2021/05/18
979,20215,maestro,6304258191516450,2021/04/12
980,20275,visa,4041591245352,2021/10/19
981,20320,mastercard,5229776150915460,2022/01/26
982,20395,diners-club-enroute,201876395437197,2021/12/15
983,20485,jcb,3585188376723710,2022/03/15
984,20560,jcb,3562824812471730,2022/01/04
985,20605,jcb,3561159305385010,2021/10/24
986,20680,jcb,3561795567852040,2022/03/19
987,20755,laser,63046954035256200,2022/03/21
988,20860,jcb,3581447792570020,2021/04/22
989,20935,mastercard,5100138267124580,2021/08/30
990,21055,jcb,3539185040195630,2021/08/15
991,21160,diners-club-enroute,201686450742757,2022/01/29
992,21235,visa,4041594310187,2021/09/11
993,21250,jcb,3589747524756420,2022/02/20
994,21340,jcb,3579129796837800,2021/10/26
995,21430,switch,675937082851771000,2022/03/31
996,21520,visa-electron,4508284775562640,2021/12/06
997,21580,jcb,3534078879780580,2021/05/03
998,21625,jcb,3576481742354100,2021/05/29
999,21670,instapayment,6387132998308860,2021/07/11
1000,21715,jcb,3544319385172860,2021/05/28
1001,21805,jcb,3531333544282290,2021/04/13
1002,21850,maestro,604652035573268,2022/01/10
1003,21895,mastercard,5100173220624520,2021/10/29
1004,21925,jcb,3584812666156820,2021/09/13
1005,10105,diners-club-carte-blanche,30197429404229,2022/02/14
1006,10135,jcb,3574662773737490,2021/11/29
1007,10360,jcb,3565228325033220,2021/05/08
1008,10375,bankcard,5602213865155290,2021/11/09
1009,12835,jcb,3531878246479790,2021/08/23
1010,12880,jcb,3563907857777650,2022/02/14
1011,12910,diners-club-carte-blanche,30353159884433,2021/04/18
1012,13630,instapayment,6383815778479880,2021/07/02
1013,13705,mastercard,5100133864262900,2021/05/27
1014,14065,diners-club-international,36358602873127,2021/11/30
1015,14110,mastercard,5100146565959650,2021/08/06
1016,14185,instapayment,6373414509793160,2022/01/04
1017,14275,china-unionpay,5602255800956390,2021/09/07
1018,14725,jcb,3557289288440090,2021/07/30
1019,15235,jcb,3546670810589260,2022/03/07
1020,15265,jcb,3534597234145030,2021/04/29
1021,16000,bankcard,5602223798033060,2022/04/07
1022,16030,jcb,3588993134616470,2021/08/24
1023,16495,diners-club-international,36426104663278,2021/08/06
1024,16540,jcb,3574957727661210,2021/06/16
1025,16600,mastercard,5010121248825790,2021/09/30
1026,17740,mastercard,5100135547706620,2021/07/06
1027,17800,maestro,604902861821689000,2021/12/28
1028,18160,jcb,3558099158164840,2021/05/13
1029,18295,switch,493626636462910000,2021/12/27
1030,18355,jcb,3588405439982990,2021/09/01
1031,18505,visa-electron,4917234515296780,2021/04/18
1032,18535,instapayment,6380282034786560,2022/03/14
1033,18940,jcb,3571632631522680,2021/06/10
1034,18970,jcb,3545956533627890,2022/01/17
1035,19585,laser,67717363213419900,2021/04/29
1036,19705,jcb,3540538222807640,2021/05/18
1037,19750,switch,4911102680647110,2022/01/14
1038,19795,jcb,3586085747935690,2021/06/21
1039,20245,jcb,3561039986512930,2021/04/27
1040,20800,switch,4936404922319990000,2021/11/17
1041,20995,jcb,3570757566001300,2022/02/14
1042,21205,diners-club-carte-blanche,30199564517864,2021/04/14
